Console,Game,Collection,Genre,,Time,Score,Video,Speedrun,,,,Active,Done,
Odyssey²,15: Samurai,,Boardgames,,need AV mod,,,,,,,,,
Odyssey²,16: Marksman / Depth charge,,Misc.,,need AV mod,,,,,,,,,
Odyssey²,17: Chinese Logic,,Puzzle,,need AV mod,,,,,,,,,
Odyssey²,18: Laser War,,Shmup,,need AV mod,,,,,,,,,
Odyssey²,19: Catch The Ball / Noughts And Crosses,,Misc.,,need AV mod,,,,,,,,,
Odyssey²,20: Stone Sling,,Misc.,,need AV mod,,,,,,,,,
Odyssey²,22: Space Monster,,Shmup,,need AV mod,,,,,,,,,
Odyssey²,24: Flipper Game,,Pinball,,need AV mod,,,,,,,,,
Odyssey²,25: Skiing,,Sports,,need AV mod,,,,,,,,,
Odyssey²,26: Basket Game,,Sports,,need AV mod,,,,,,,,,
Odyssey²,32: A labyrinth game / Supermind,,Misc.,,need AV mod,,,,,,,,,
Odyssey²,34: Satellite Attack,,Shmup,,need AV mod,,,,,,,,,
Odyssey²,35: Electronic Billiards,,Sports,,need AV mod,,,,,,,,,
Odyssey²,38: Munchkin,,Arcade,,need AV mod,,,,,,,,,
Odyssey²,39: Freedom Fighters,,Shmup,,need AV mod,,,,,,,,,
Odyssey²,43: Pickaxe Pete,,Platformer,,need AV mod,,,,,,,,,
Odyssey²,44: Crazy Chase,,Arcade,,need AV mod,,,,,,,,,
Odyssey²,47: The Mousing Cat,,Misc.,,need AV mod,,,,,,,,,
Odyssey²,49: Turtles,,Arcade,,need AV mod,,,,,,,,,
PC,Baba Is You,,Puzzle,,31:40:13,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAz67lpUyiw2PX0nUxV_nPN,,,,,x,x,
PC,Bird Song,,Platformer,,03:51.951,8,https://youtu.be/NYQKRsDqFRM,x,,,,x,x,
PC,Boss Rally,,Racing,,3:19:22,6,https://youtu.be/zLyOrY6-Gfc,,,,,x,x,
PC,Calvin Tucker's Farm Animal Racing,,Racing,,1:26:17,3,https://youtu.be/vIvaCuVbT5E,,,,,x,x,
PC,Celaria,,Platformer,,1:10:33,6,https://youtu.be/iShSUSVbQbk,,,,,x,x,
PC,Crusaders of Might and Magic,,Action/Adventure,,1:34:17,6,https://www.twitch.tv/videos/26794549?t=03s,x,,,,x,x,
PC,Die Hard: Nakatomi Plaza,,FPS,,5:56:00,5,https://youtu.be/seVEnX7Z-QM,,,,,x,x,
PC,Eversion,,Platformer,,0:02:47,8,https://youtu.be/rHRe2uuXs6A,x,,,,x,x,
PC,Extreme Ball Rotator 3,,Platformer,,0:21:20,3,https://youtu.be/qwk2Rb9Ld6o,,,,,x,x,
PC,F.D.N.Y. Firefighter,,Action/Platformer,,0:35:57,7,https://www.twitch.tv/videos/72917008?t=,x,,,,x,x,
PC,Figment,,Adventure/Puzzle,,3:48:00,5,https://youtu.be/HgSDmEMEZHg,,,,,x,x,
PC,Giana Sisters 2D,,Platformer,,2:02:22,4,https://youtu.be/87r9Tdm9azc,,,,,x,x,
PC,Hob,,Action Adventure,,9:00:00,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCTNg9o937zebm1IMoJSJYg,,,,,x,x,
PC,In the Line of Duty: Firefighter,,Action/Adventure,,1:54:30,3,https://youtu.be/KJFrquuFoLk,,,,,x,x,
PC,Ion Fury,,FPS,,8:50:00,9,https://www.youtube.com/playlist?list=PLlNqyLg7AQBD93Sh7qVmE9hglxzA0FZ8x,,,,,x,x,
PC,Micro Mages,,Platformer,,2:00:00,8,https://youtu.be/axs0nub3sB8,,,,,x,x,
PC,Nickelodeon Kart Racers 2: Grand Prix,,Racing,,9:39:19,5,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAqClUge90MYvhOe4OvM8mj,,,,,x,x,
PC,Ostrich Runner,,Racing,,1:42:35,4,https://youtu.be/_4mA9JUq5mg,,,,,x,x,
PC,Over 9000 Zombies,,Shooter,,0:50:00,5,https://youtu.be/QjkDyBfTUkg,,,,,x,x,
PC,Plug & Play,,Misc.,,0:10:45,7,https://youtu.be/QtMt5jVCOP0,,,,,x,x,
PC,Pokémon Uranium,,RPG,,22:44:32,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBqtZyqx1uDxI6gHCRph5xQ,,,,,x,x,
PC,Race With Ryan,,Racing,,1:28:18,5,https://youtu.be/JHXw9LT1HuE,,,,,x,x,
PC,Super Hipster Lumberjack,,Platformer,,2:01:50,1,https://youtu.be/K62eLJCfK-U,,,,,x,x,
PC,Syobon Action 3,,Platformer,,0:06:11,6,https://youtu.be/SgcFjPRR9Wk,x,,,,x,x,
PC,Tamashii,,Puzzle Platformer,,1:40:00,7,https://youtu.be/8H_bdaaeroE,,,,,x,x,
PC,Teddy Floppy Ear - The Race,,Racing,,3:35:25,4,https://youtu.be/el2sitz_-L0,,,,,x,x,
PC,The Mystery of the Druids,,Adventure,,,,,,,,,x,,
PC,Wheels of Aurelia,,Racing/Interactive Story,,0:33:00,3,https://youtu.be/i08q--1CH2o,,,,,x,x,
PC,WTBoy,,Platformer,,0:14:53,3,https://youtu.be/Mg02tzHlfYU,,,,,x,x,
PS1,1942,Capcom Generations,Shmup,,,,,,,,,x,,
PS1,1943,Capcom Generations,Shmup,,1:06:39,4,https://youtu.be/4s-6tt7dWis,,,,,x,x,
PS1,1943 Kai,Capcom Generations,Shmup,,,,,,,,,x,,
PS1,20 Games: Family Games Compendium,,Misc.,,,,,,,,,x,,
PS1,40 Winks (Ruff & Tumble),,Platformer,,0:34:01,7,https://www.twitch.tv/videos/82448747?t=03s,x,,,,x,x,
PS1,Ace Combat 2,,Shmup,,,,,,,,,x,,
PS1,Action Man: Destruction X,,Misc.,,,,,,,,,x,,
PS1,Action Man: Mission Xtreme,,Misc.,,,,,,,,,x,,
PS1,Adidas Power Soccer,,Sports,,,,,,,,,x,,
PS1,Adidas Power Soccer International '97,,Sports,,,,,,,,,x,,
PS1,Advanced D&D: Iron & Blood - Warriors of Ravenloft,,Fighting,,,,,,,,,x,,
PS1,Air Combat,,Flight Sim.,,,,,,,,,x,,
PS1,All Star Racing,,Racing,,,,,,,,,x,,
PS1,Alone in the Dark: The New Nightmare,,Survival Horror,,,,,,,,,x,,
PS1,Ape Escape,,Platformer,,12:22:54,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAnyhV4vLQT6Nmf4sBwVSR6,,,,,x,x,
PS1,Apocalypse,,Shooter,,,,,,,,,x,,
PS1,Asteroids,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Asteroids Deluxe,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Battlezone,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Black Widow,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Bushido Blade,,Fighting,,,,,,,,,x,,
PS1,Bust-A-Move 2: Arcade Edition,,Puzzle,,,,,,,,,x,,
PS1,Castlevania: Symphony of the Night,,Adventure/Platformer,,,,,,,,,x,,
PS1,Centipede,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Colin McRae Rally,,Racing,,,,,,,,,x,,
PS1,Colony Wars: Vengeance,,Shooter,,,,,,,,,x,,
PS1,Commando,Capcom Generations,Shmup,,,,,,,,,x,,
PS1,CoolBoarders 3,,Racing,,,,,,,,,x,,
PS1,Crash Bandicoot,,Platformer,,6:24:42,7,https://youtu.be/UpofhPBr1gQ,,,,,x,x,
PS1,Crash Bandicoot 2: Cortex Strikes Back,,Platformer,,,,,,,,,x,,
PS1,Crash Bandicoot 3: Warped,,Platformer,,3:11:58,7,https://youtu.be/H12pxDZHdsQ,,,,,x,x,
PS1,Crash Team Racing,,Racing,,,,,,,,,x,,
PS1,Croc 2,,Platformer,,,,,,,,,x,,
PS1,Crusaders of Might and Magic: Blood Pumping Action,,Action/Adventure,,,,,,,,,x,,
PS1,Dead Ball Zone,,Sports,,,,,,,,,x,,
PS1,Deathtrap Dungeon,,Action/Adventure,,,,,,,,,x,,
PS1,Demolition Racer,,Racing,,,,,,,,,x,,
PS1,Destruction Derby,,Racing,,,,,,,,,x,,
PS1,Destruction Derby 2,,Racing,,,,,,,,,x,,
PS1,Die Hard Trilogy,,Action/Shooter,,11:36:12,9,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBbfxXuSSl43q3dbUbpJi6h,,,,,x,x,
PS1,Diver's Dream,,Action/RPG,,,,,,,,,x,,
PS1,DOOM,,FPS,,13:52:24,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBmgopnIH4_ZEE_dUwOe_C2,,,,,x,x,
PS1,Driver,,Racing,,,,,,,,,x,,
PS1,Driver 2,,Racing,,,,,,,,,x,,
PS1,Duke Nukem,,FPS,,13:04:14,4,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAzCal5cpyLr6EVNjzkJsIy,,,,,x,x,
PS1,Dune,,RTS,,,,,,,,,x,,
PS1,Euro 2000,,Sports,,,,,,,,,x,,
PS1,Evil Dead: Hail to the King,,Action/Adventure,,,,,,,,,x,,
PS1,Evo's Space Adventures,,Platformer,,,,,,,,,x,,
PS1,Exed Exes,Capcom Generations,Shmup,,,,,,,,,x,,
PS1,FIFA 2000,,Sports,,,,,,,,,x,,
PS1,FIFA 2001,,Sports,,,,,,,,,x,,
PS1,FIFA 2002,,Sports,,,,,,,,,x,,
PS1,FIFA 97,,Sports,,,,,,,,,x,,
PS1,FIFA 99,,Sports,,,,,,,,,x,,
PS1,Final Fantasy VII,,RPG,,,,,,,,,x,,
PS1,Final Fantasy VIII,,RPG,,38:08:57,5,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCVUQGDL3RBnVQDge-atvcN,,,,,x,x,
PS1,Firebugs,,Racing,,,,,,,,,x,,
PS1,Formula One,,Racing,,,,,,,,,x,,
PS1,Forsaken,,FPS,,,,,,,,,x,,
PS1,Ghosts 'N Goblins,Capcom Generations,Platformer,,,,,,,,,x,,
PS1,Ghouls 'N Goblins,Capcom Generations,Platformer,,,,,,,,,x,,
PS1,Gran Turismo,,Racing,,,,,,,,,x,,
PS1,Gran Turismo 2,,Racing,,,,,,,,,x,,
PS1,Grandia,,RPG,,,,,,,,,x,,
PS1,Gravitar,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Guilty Gear,,Fighting,,,,,,,,,x,,
PS1,Gun.Smoke,Capcom Generations,Shmup,,,,,,,,,x,,
PS1,Harry Potter and the Philosopher's Stone,,Action/Adventure,,,,,,,,,x,,
PS1,Heart of Darkness,,Action/Adventure,,5:38:59,7,https://youtu.be/9IUGCAvoxkE,,,,,x,x,
PS1,Hidden & Dangerous,,FPS,,,,,,,,,x,,
PS1,Pirate Ship Higemaru,Capcom Generations,Arcade,,4:08:48,4,https://youtu.be/04SYw3_KNlM,,"Got to level 15 (16 is a theoretical loop, but not really)",,,x,x,
PS1,Independence Day: The Game,,Shmup,,1:52:00,3,https://youtu.be/GWqSK47nFYE,,,,,x,x,
PS1,International Superstar Soccer Pro,,Sports,,,,,,,,,x,,
PS1,ISS Pro Evolution,,Sports,,29:49:11,4,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAu_v0L2E7BiI4VVMxM7IrT,,,,,x,x,
PS1,Koudelka,,RPG,,,,,,,,,x,,
PS1,London Racer,,Racing,,,,,,,,,x,,
PS1,Lucky Luke,,Platformer,,,,,,,,,x,,
PS1,M&M's Shell Shocked,,Platformer,,1:51:36,5,https://youtu.be/Nvajb2Jp2ns,,,,,x,x,
PS1,Marvel Super Heroes VS. Capcom,,Fighting,,,,,,,,,x,,
PS1,Men In Black: The Series - Crashdown,,FPS,,,,,,,,,x,,
PS1,Mercs,Capcom Generations,Shmup,,,,,,,,,x,,
PS1,Metal Gear Solid,,Stealth,,,,,,,,,x,,
PS1,Micro Machines V3,,Racing,,,,,,,,,x,,
PS1,Missile Command,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Moto Racer,(Destruction Derby 2),Racing,,,,,,,,,x,,
PS1,Need For Speed III: Hot Pursuit,,Racing,,,,,,,,,x,,
PS1,Need For Speed: Road Challenge,,Racing,,,,,,,,,x,,
PS1,Pac-Man World,,Platformer,,,,,,,,,x,,
PS1,Pax Corpus,,Shooter,,,,,,,,,x,,
PS1,Pong,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Porsche Challenge,,Racing,,,,,,,,,x,,
PS1,Rainbox Six: Lone Wolf,,FPS,,,,,,,,,x,,
PS1,Rayman,,Platformer,,,,,,,,,x,,
PS1,Rayman 2: The Great Escape,,Platformer,,,,,,,,,x,,
PS1,Re-Loaded,,Shooter,,,,,,,,,x,,
PS1,Ridge Racer,,Racing,,,,,,,,,x,,
PS1,Ridge Racer Revolution,,Racing,,,,,,,,,x,,
PS1,Ridge Racer Type 4,,Racing,,,,,,,,,x,,
PS1,Rocket Power: Team Rocket Rescue,,Sports,,,,,,,,,x,,
PS1,Sanvein,,Shmup,,,,,,,,,x,,
PS1,Sentinel Returns,,Puzzle,,,,,,,,,x,,
PS1,Shadowman,,Action/Adventure,,,,,,,,,x,,
PS1,Sheep,,Puzzle,,4:40:31,7,https://youtu.be/GzTYZpPEgl0,,,,,x,x,
PS1,SonSon,Capcom Generations,Shmup,,,,,,,,,x,,
PS1,Soulblade,(Tekken 2),Fighting,,,,,,,,,x,,
PS1,South Park Rally,,Racing,,,,,,,,,x,,
PS1,Space Debris,,Shmup,,,,,,,,,x,,
PS1,Space Duel,Atari Anniversary,Arcade,,1:05:00,6,https://youtu.be/2jIrOW4a5ZI,,,,,x,x,
PS1,Spec Ops: Ranger Elite,,Shooter,,,,,,,,,x,,
PS1,Spider-Man 2 Enter: Electro,,Action/Adventure,,,,,,,,,x,,
PS1,Street Fighter Alpha 3,,Fighting,,,,,,,,,x,,
PS1,Strike Force Hydra,,Shmup,,,,,,,,,x,,
PS1,Super Breakout,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Super Ghouls 'N Goblins,Capcom Generations,Platformer,,,,,,,,,x,,
PS1,Syphon Filter 2,,Shooter,,,,,,,,,x,,
PS1,Syphon Filter 3,,Shooter,,8:51:03,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBumrg3f-wDg0fVsEVIL6To,,,,,x,x,
PS1,Tekken 2,,Fighting,,,,,,,,,x,,
PS1,Tekken 3,,Fighting,,4:20:00,7,https://youtu.be/2Wc8C0qWi_Q,,,,,x,x,
PS1,Tekken 3: Collector's Edition Demo Disc,,Fighting,,0:11:16,4,https://youtu.be/fBmUxPRDx2w,,,,,x,x,
PS1,Tempest,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,The Lost World: Jurassic Park,,Platformer,,,,,,,,,x,,
PS1,The Note,,Adventure,,,,,,,,,x,,
PS1,This Is Football,,Sports,,,,,,,,,x,,
PS1,Tiny Tank,,Adventure/Shooter,,,,,,,,,x,,
PS1,TOCA 2 Touring Cars,,Racing,,10:01:30,4,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAxkFBBzD6YXP1rJLBFTOMD,,,,,x,x,
PS1,Toca Touring Car Championship,,Racing,,,,,,,,,x,,
PS1,TOCA World Touring Cars,,Racing,,,,,,,,,x,,
PS1,Tomb Raider: The Last Revelation,,Action/Adventure,,,,,,,,,x,,
PS1,Tommi Mäkinen Rally,,Racing,,,,,,,,,x,,
PS1,Tomorrow Never Dies,,Shooter,,,,,,,,,x,,
PS1,True Pinball,,Pinball,,,,,,,,,x,,
PS1,Tunnel B1,,FPS,,10:27:51,4,,,,,,x,x,
PS1,V-Rally 2: Championship Edition,,Racing,,6:44:04,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDckkFKM7Fe1AllGkNwfc6f,,,,,x,x,
PS1,V-Rally 97: Championship Edition,,Racing,,3:12:34,3,https://youtu.be/lKdNeTlTUHI,,,,,x,x,
PS1,V2000,,Sim.,,,,,,,,,x,,
PS1,Vulgus,Capcom Generations,Shmup,,,,,,,,,x,,
PS1,Warlords,Atari Anniversary,Arcade,,,,,,,,,x,,
PS1,Warpath Jurassic Park,,Fighting,,,,,,,,,x,,
PS1,Warzone 2100,,RTS,,,,,,,,,x,,
PS1,Wip3out,,Racing,,,,,,,,,x,,
PS1,World Cup 98,,Sports,,,,,,,,,x,,
PS1,World's Scariest Police Chases,,Racing,,3:35:12,7,https://youtu.be/ZFrWj370F8w,,,,,x,x,
PS1,WRC Arcade,,Racing,,,,,,,,,x,,
PS1,X-Men: Mutant Academy 2,,Fighting,,0:53:10,8,https://youtu.be/NsRmH2JP4Cg,,,,,x,x,
PS1,X2,,Shmup,,,,,,,,,x,,
PS1,Yu-Gi-Oh! Forbidden Memories,,Card Games,,,,,,,,,x,,
PS2,1942,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,1943,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,1943 Kai,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,1945,1945 I & II,Shmup,,0:30:21,8,https://youtu.be/XMFk9mjo6OY,,,,,x,x,
PS2,.hack // Infection,,RPG,,,,,,,,,x,,
PS2,1945 II,1946 I & II,Shmup,,0:27:07,8,https://youtu.be/iyMbbKJaYMM,,,,,x,x,
PS2,7 Sins,,Dating Sim.,,,,,,,,,x,,
PS2,Alone in the Dark: The New Nightmare,,Survival Horror,,,,,,,,,x,,
PS2,Anubis II,,Platformer,,,,,,,,,x,,
PS2,Auto Modellista,,Racing,,,,,,,,,x,,
PS2,Avatar: The Legend of Aang,,Beat 'm Up,,,,,,,,,x,,
PS2,Babe,,Puzzle,,,,,,,,,x,,
PS2,Baldur's Gate: Dark Alliance,,Beat 'm Up/RPG,,,,,,,,,x,,
PS2,Bionic Commando,Capcom Classics Collection,Platformer,,,,,,,,,x,,
PS2,Black,,FPS,,5:56:30,6,https://youtu.be/SCpb0lW-6R0,,,,,x,x,
PS2,Blowout,,Shooter,,,,,,,,,x,,
PS2,Bonanza Bros,SEGA Classics Collection,Stealth / Platformer,,0:44:56,5,https://youtu.be/vNEVpwkl_Wk,,,,,x,x,
PS2,Brave: The Search For Spirit Dancer,,Platformer,,,,,,,,,x,,
PS2,Burnout,,Racing,,4:09:35,8,https://www.youtube.com/watch?v=9FmmsRDoRs8&list=PLlNqyLg7AQBDaLTfJX_UmdVqlwbpOoo8u,,,,,x,x,
PS2,Burnout 2: Point of Impact,,Racing,,,,,,,,,x,,
PS2,Burnout Revenge,,Racing,,,,,,,,,x,,
PS2,Butt-Ugly Martians: Zoom or Doom,,Racing,,,,,,,,,x,,
PS2,Buzz! Junior: Dinos,,Party,,,,,,,,,x,,
PS2,Buzz! The Big Quiz,,Party,,,,,,,,,x,,
PS2,Buzz! The Music Quiz,,Party,,Not allowed on Twitch,,,,,,,,,
PS2,Call of Duty 2: Big Red One,,FPS,,,,,,,,,x,,
PS2,Call of Duty: Finest Hour,,FPS,,,,,,,,,x,,
PS2,Canis Canem Edit,,Open World,,,,,,,,,x,,
PS2,Captain Scarlet,,Racing,,,,,,,,,x,,
PS2,Castle Shikigami: 2 War of the Worlds,,Shmup,,,,,,,,,x,,
PS2,Cel Damage Overdrive,,Racing,,,,,,,,,x,,
PS2,Charlie's Angels,,Beat 'm Up,,,,,,,,,x,,
PS2,Columns,SEGA Classics Collection,Puzzle,,,,,,,,,x,,
PS2,Commando,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,Crazy Taxi,,Racing,,,,,,,,,x,,
PS2,Dead Or Alive 2,,Fighting,,,,,,,,,x,,
PS2,Deus EX,,Tactical FPS,,,,,,,,,x,,
PS2,Devil May Cry 3,,Action/Adventure,,,,,,,,,x,,
PS2,Doomsday Racers,,Racing,,,,,,,,,x,,
PS2,Downtown Run,,Racing,,,,,,,,,x,,
PS2,Dragon Quest: The Journey of the Cursed King,,RPG,,62:10:52,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAUdkafMlDFXwk1lVbnv-j_,,,,,x,x,
PS2,DragonBall Z: Budokai 2,,Fighting,,,,,,,,,x,,
PS2,Drakengard,,RPG,,9:40:00,4,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDr7AI-W1FVcWpLvcuPsMvv,,,,,x,x,
PS2,EXED Exes,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,Extreme G III,,Racing,,,,,,,,,x,,
PS2,Fantasy Zone,SEGA Classics Collection,Shmup,,4:52:22,7,https://youtu.be/5Epv7-d-MHg,,,,,x,x,
PS2,Final Fantasy X,,RPG,,,,,,,,,x,,
PS2,Final Fantasy X-2,,RPG,,,,,,,,,x,,
PS2,Final Fight,Capcom Classics Collection,Beat 'm up,,,,,,,,,x,,
PS2,Flipnic,,Pinball,,,,,,,,,x,,
PS2,Ford Street Racing,,Racing,,,,,,,,,x,,
PS2,Forgotten Worlds,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,Fur Fighters: Viggo's Revenge,,Shooter,,,,,,,,,x,,
PS2,Garfield,,Puzzle/Adventure,,,,,,,,,x,,
PS2,Garfield 2,,Platformer,,,,,,,,,x,,
PS2,Ghosthunter,,Survival Horror,,,,,,,,,x,,
PS2,Ghosts'n Goblins,Capcom Classics Collection,Platformer,,,,,,,,,x,,
PS2,Ghouls'n Ghosts,Capcom Classics Collection,Platformer,,,,,,,,,x,,
PS2,God of War,,Action/Adventure,,,,,,,,,x,,
PS2,Golden Axe,SEGA Classics Collection,Beat 'm Up,,,,,,,,,x,,
PS2,Gran Turismo 3: A-Spec,,Racing,,,,,,,,,x,,
PS2,Gran Turismo 4,,Racing,,,,,,,,,x,,
PS2,Gran Turismo Concept,,Racing,,,,,,,,,x,,
PS2,Grand Theft Auto: Liberty City Stories,,Open World,,15:07:56,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDixolgGt1JBhZdGlVoUY7X,,,,,x,x,
PS2,Grand Theft Auto: Vice City Stories,,Open World,,,,,,,,,x,,
PS2,Guerilla Strike,,Shmup,,,,,,,,,x,,
PS2,Guilty Gear X2,,Fighting,,,,,,,,,x,,
PS2,Gumball 3000,,Racing,,,,,,,,,x,,
PS2,Gun Smoke,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,Hamster Heroes,,Action/Platformer,,,,,,,,,x,,
PS2,Hitman 2: Silent Assassin,,Action/Shooter,,,,,,,,,x,,
PS2,Home Alone,,Arcade,,2:13:40,6,https://youtu.be/DU0rknKZ_VU,,,,,x,x,
PS2,Horsez: Plezier op de Manege (Ranch Rescue),,Sports,,,,,,,,,x,,
PS2,Jak 3,,Open World / Action,,13:56:50,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAKJ96Dg7VuN-8cadVU_o4U,,,,,x,x,
PS2,Jak and Daxter: The Precursor Legacy,,Platformer,,,,,,,,,x,,
PS2,Jak II: Renegade,,Platformer,,,,,,,,,x,,
PS2,Jak X,,Racing,,,,,,,,,x,,
PS2,Jet Ion GP,,Racing,,,,,,,,,x,,
PS2,Judge Dredd: Dredd Vs Death,,FPS,,,,,,,,,x,,
PS2,Jumanji,,Boardgames,,,,,,,,,x,,
PS2,Killzone,,FPS,,,,,,,,,x,,
PS2,King Of Fighters: Maximum Impact,,Fighting,,,,,,,,,x,,
PS2,Kingdom Hearts,,RPG,,,,,,,,,x,,
PS2,Kingdom Hearts II,,RPG,,,,,,,,,x,,
PS2,Lassie,,Platformer,,0:13:49,4,https://youtu.be/TeUz-OtSYzA,x,,,,x,x,
PS2,Legendary Wings,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,Madagascar,,Platformer,,,,,,,,,x,,
PS2,Maniac Mole,,Platformer,,,,,,,,,x,,
PS2,Max Payne 2: The Fall of Max Payne,,Shooter,,8:19:20,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAPj4w4_l-X1xKVNnN7vwGl,,,,,x,x,
PS2,MDK 2 Armageddon,,Shooter,,,,,,,,,x,,
PS2,Medal of Honor: Frontline,,Shooter,,,,,,,,,x,,
PS2,Mercury Meltdown Remix,,Arcade,,,,,,,,,x,,
PS2,Mercs,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,Metal Slug,Metal Slug Anthology,Shooter/Platformer,,,,,,,,,x,,
PS2,Metal Slug 2,Metal Slug Anthology,Shooter/Platformer,,,,,,,,,x,,
PS2,Metal Slug 3,Metal Slug Anthology,Shooter/Platformer,,,,,,,,,x,,
PS2,Metal Slug 4,Metal Slug Anthology,Shooter/Platformer,,,,,,,,,x,,
PS2,Metal Slug 5,Metal Slug Anthology,Shooter/Platformer,,,,,,,,,x,,
PS2,Metal Slug 6,Metal Slug Anthology,Shooter/Platformer,,,,,,,,,x,,
PS2,Metal Slug X,Metal Slug Anthology,Shooter/Platformer,,,,,,,,,x,,
PS2,Midnight Club 3: DUB Edition,,Racing,,,,,,,,,x,,
PS2,Mobile Light Force 2,,Shmup,,,,,,,,,x,,
PS2,Monaco GP,SEGA Classics Collection,Racing,,2:07:15,4,https://youtu.be/b4l36O9F_Zo,,might revisit,,,x,x,
PS2,Myth Makers Super Kart GP,,Racing,,4:18:37,2,https://youtu.be/V6xAFZDkb08,,,,,x,x,
PS2,Myth Makers: Orbs of Doom,,Arcade,,,,,,,,,x,,
PS2,Need for Speed: Carbon,,Racing,,,,,,,,,x,,
PS2,Need for Speed: Most Wanted,,Racing,,,,,,,,,x,,
PS2,Need for Speed: Pro Street,,Racing,,19:32:40,3,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDZNS7vTA-Ok-_bwSLi4zoa,,,,,x,x,
PS2,Need For Speed: Underground,,Racing,,,,,,,,,x,,
PS2,Need for Speed: Underground 2,,Racing,,,,,,,,,x,,
PS2,Onimusha: Warlords,,Action,,,,,,,,,x,,
PS2,Outlaw Volleyball Remixed,,Sports,,,,,,,,,x,,
PS2,Outrun,SEGA Classics Collection,Racing,,,,,,,,,x,,
PS2,Paard & Pony: Topruiter (Riding Star),,Sports,,9:38:35,5,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCm-NoEYcGsxKxNHH7PKmb7,,,,,x,x,
PS2,Panzer Front Ausf. B,,Sim.,,,,,,,,,x,,
PS2,Peter Jackson's King Kong,,Adventure/FPS,,,,,,,,,x,,
PS2,Pirate Ship Higemaru,Capcom Classics Collection,Arcade,,,,,,,,,x,,
PS2,Primal,,Action/Adventure,,,,,,,,,x,,
PS2,Psyvariar,,Shmup,,,,,,,,,x,,
PS2,R-Type Final,,Shmup,,,,,,,,,x,,
PS2,Ratchet & Clank,,Action,,,,,,,,,x,,
PS2,Ratchet & Clank 3,,Action,,,,,,,,,x,,
PS2,Ratchet & Clank: Size Matters,,Action,,,,,,,,,x,,
PS2,Ratchet Gladiator,,Action,,6:13:47,7,https://youtu.be/F-fixGVQSOw,,,,,x,x,
PS2,Rayman Raving Rabbids,,Party,,4:47:50,5,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBOA5KpOLC2GAzhp9zHayRK,,,,,x,x,
PS2,Resident Evil 4,,Survival Horror,,,,,,,,,x,,
PS2,Return To Castle Wolfenstein: Operation Resurrection,,FPS,,,,,,,,,x,,
PS2,Ridge Racer V,,Racing,,2:20:00,9,https://youtu.be/Fe5K7WYxk00,,,,,x,x,
PS2,Rig Racer 2,,Racing,,,,,,,,,x,,
PS2,Scarface: The World Is Yours,,Open World,,23:16:41,4,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDIw8MlHLf2h1jfwsTu1jvp,,,,,x,x,
PS2,Section Z,Capcom Classics Collection,Shmup,,,,,,,,,x,,
PS2,Seek and Destroy,,Shooter,,,,,,,,,x,,
PS2,Serious Sam: Next Encounter,,FPS,,10:52:55,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAXMvGmwi1gzHckX_s4HxzB,,,,,x,x,
